rel,path,N_per_p,n_items,method,convergence,coverage,coverage_corrected,mean_se,mean_se_corrected,out_se,out_se_corrected,power,power_corrected,raw_rsb,raw_rsb_corrected,rbias,rbias_corrected,rmse,rmse_corrected,sbias,sbias_corrected,stdMed_rsb,stdMed_rsb_corrected,type1,type1_corrected,warning_total,N,N_lab,path_lab,rel_lab
0.9,0.3,100,10,gsam,1,0.9385,NA,0.03151570453389763,NA,0.7000000000000001,NA,1,NA,-0.014283096038181009,NA,2.1759940692589943e-4,NA,0.03196511551051027,NA,0.006805858122835819,NA,-0.0011058702673867327,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,joint,1,0.9385,NA,0.0315122654169687,NA,0.7000000000000001,NA,1,NA,-0.014986309359779626,NA,4.0206165894060076e-4,NA,0.031986231073213384,NA,0.012567685417016413,NA,-0.0010648905820784815,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,lsam,1,0.9385,NA,0.0315157045707189,NA,0.7000000000000001,NA,1,NA,-0.01428299262364785,NA,2.1759789925906067e-4,NA,0.031965112184190694,NA,0.006805811673596947,NA,-0.0011028806774077138,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,rel,1,0.9405,0.941,0.03173034600387489,0.03174466644704228,0.75,0.75,1,1,-0.008169643455655073,-0.007722013598393196,4.020573324817319e-4,4.020573324817319e-4,0.031986234885179106,0.031986234885179106,0.012567548660765147,0.012567548660765147,0.005882924709434523,0.006322043367408714,1,1,0,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,tspa,1,0.938,0.939,0.0315100430476447,0.03152692075589274,0.7000000000000001,0.75,1,1,-0.015055786781216773,-0.014528221615845216,4.020442457281273e-4,4.020442457281273e-4,0.031986231191002606,0.031986231191002606,0.012567140980705563,0.012567140980705563,-0.0011382892183412485,-6.171553902842852e-4,1,1,0,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,gsam,1,0.9485,NA,0.021787332619480883,NA,0.8,NA,1,NA,-0.0010814789337177944,NA,-8.175296863783449e-4,NA,0.0218207872718176,NA,-0.03748258492710694,NA,-0.013149987509884165,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,joint,1,0.9485,NA,0.02178624502263015,NA,0.8,NA,1,NA,-0.0015488314928325808,NA,-7.537986512188334e-4,NA,0.02182760469250087,NA,-0.034546161734010684,NA,-0.012921465155570688,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,lsam,1,0.9485,NA,0.021787332624597554,NA,0.8,NA,1,NA,-0.0010813913872202985,NA,-8.175298224343149e-4,NA,0.021820785372315195,NA,-0.03748259444130256,NA,-0.013148915051508281,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,rel,1,0.9495,0.9495,0.021902698648754465,0.021907943332233466,0.75,0.75,1,1,0.00378858233785917,0.004028943285093289,-7.53766713721704e-4,-7.53766713721704e-4,0.02182759467066203,0.02182759467066203,-0.034544712188841656,-0.034544712188841656,-0.007649270705297195,-0.007372798527559898,1,1,0,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,tspa,1,0.9485,0.9485,0.021785767118759562,0.021791595013295566,0.8,0.8,1,1,-0.0015702695134306444,-0.0013031803106879902,-7.537733378166068e-4,-7.537733378166068e-4,0.021827593685604947,0.021827593685604947,-0.03454501769075469,-0.03454501769075469,-0.012974922471777561,-0.012737952088139326,1,1,0,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
