rel,path,N_per_p,n_items,method,convergence,coverage,coverage_corrected,mean_se,mean_se_corrected,out_se,out_se_corrected,power,power_corrected,raw_rsb,raw_rsb_corrected,rbias,rbias_corrected,rmse,rmse_corrected,sbias,sbias_corrected,stdMed_rsb,stdMed_rsb_corrected,type1,type1_corrected,warning_total,N,N_lab,path_lab,rel_lab
0.7,0.6,100,5,joint,1,0.9535,NA,0.04682173546928,NA,0.8,NA,1,NA,0.018999399203023515,NA,-0.0011407464187648728,NA,0.04595141018047187,NA,-0.024826502130127766,NA,0.027207129944744723,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,5,lsam,1,0.954,NA,0.04710437281197705,NA,0.8999999999999999,NA,1,NA,0.030644650497767767,NA,-0.0068973127345234005,NA,0.04621001481803825,NA,-0.1509133451584607,NA,0.04310496870613467,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,5,rel,1,0.963,0.9685,0.04952712578907347,0.051227590700297664,0.8999999999999999,0.95,1,1,0.07787799270805484,0.11488586821019386,-0.0011407337753918598,-0.0011407337753918598,0.04595140366132336,0.04595140366132336,-0.024826230322149465,-0.024826230322149465,0.08557991715135316,0.12142486832649557,1,1,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,5,tspa,1,0.9515,0.9635,0.04627334237142447,0.049661860037878244,0.8999999999999999,0.75,1,1,0.007064585452620342,0.08081020148517815,-0.0011407344355726706,-0.0011407344355726706,0.045951406430472935,0.045951406430472935,-0.024826243201766088,-0.024826243201766088,0.015248805449021852,0.08608117399529536,1,1,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,10,gsam,1,0.946,NA,0.03172043622803974,NA,0.65,NA,1,NA,-0.01704176413134928,NA,-0.0019236735773852705,NA,0.03231961146182007,NA,-0.059611121751923804,NA,-0.013927966035797268,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,10,joint,1,0.9405,NA,0.03161775763867914,NA,0.7000000000000001,NA,1,NA,-0.02366513302282469,NA,4.6371895275950997e-4,NA,0.03237935612683042,NA,0.014319326096149877,NA,-0.020687828149706933,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,10,lsam,1,0.946,NA,0.031720436211112174,NA,0.65,NA,1,NA,-0.017041755915931045,NA,-0.0019236732120064867,NA,0.03231961115372087,NA,-0.05961111095953479,NA,-0.013927996708844814,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,10,rel,1,0.963,0.969,0.0336998298801126,0.03454779770386308,0.5499999999999999,0.5499999999999999,1,1,0.040628270811102096,0.06681295166178058,4.63722894070962e-4,4.63722894070962e-4,0.032379342865839114,0.032379342865839114,0.01431945369188129,0.01431945369188129,0.04485358115514115,0.07118654291514503,1,1,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,10,tspa,1,0.9405,0.9575,0.031487360258024406,0.03309998980476686,0.7000000000000001,0.5499999999999999,1,1,-0.02769179267896782,0.02210510775400798,4.636962903252917e-4,4.636962903252917e-4,0.03237935837148817,0.03237935837148817,0.014318625159207645,0.014318625159207645,-0.02494330713498727,0.025616843462225702,1,1,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,20,gsam,1,0.9445,NA,0.0201632480402615,NA,1,NA,1,NA,-7.620254107043589e-4,NA,-5.818398824669234e-4,NA,0.02018196825320725,NA,-0.02883446677492839,NA,0.04929901356665556,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,20,joint,1,0.945,NA,0.020106929156792377,NA,1.05,NA,1,NA,-0.002257573015903458,NA,3.2006289589762754e-4,NA,0.02014992810225408,NA,0.01588210353009279,NA,0.03740213373802881,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,20,lsam,1,0.9445,NA,0.02016324810216587,NA,1,NA,1,NA,-7.61843954139696e-4,NA,-5.818399340571235e-4,NA,0.02018196465470829,NA,-0.02883447447927041,NA,0.04930257827887452,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,20,rel,1,0.957,0.9595,0.02139270928976389,0.021738023740562187,0.8999999999999999,0.8500000000000001,1,1,0.061546118944472816,0.07868126578797119,3.200304958131558e-4,3.200304958131558e-4,0.020149909727426762,0.020149909727426762,0.015880509858418317,0.015880509858418317,0.10372199863033793,0.12175935975045116,1,1,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.7
0.7,0.6,100,20,tspa,1,0.945,0.951,0.02007644599235817,0.020648627039969555,1.05,0.95,1,1,-0.003770086444202736,0.02462258204986889,3.2007958787987474e-4,3.2007958787987474e-4,0.020149926007965172,0.020149926007965172,0.015882933676900385,0.015882933676900385,0.03578884629500245,0.06528165100384209,1,1,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.7
0.9,0.6,6,5,gsam,1,0.9245,NA,0.13435585541226733,NA,0.1,NA,0.9339999999999999,NA,-0.05415172601536822,NA,-0.023908919851358297,NA,0.14401104774305248,NA,-0.1683157797987523,NA,-0.060669286386418886,NA,0.934,NA,0,30,italic(N) == 30,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,5,joint,1,0.8935,NA,0.13008030410254381,NA,0.1,NA,0.94,NA,-0.10088996645408288,NA,-0.004168452158442425,NA,0.14470061499104278,NA,-0.028812180182613962,NA,-0.11597051684349813,NA,0.94,NA,57,30,italic(N) == 30,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,5,lsam,1,0.9245,NA,0.13435582537973004,NA,0.1,NA,0.9339999999999999,NA,-0.054151711708453676,NA,-0.023908736902477815,NA,0.14401098394796966,NA,-0.1683145320309523,NA,-0.060670430651926566,NA,0.934,NA,0,30,italic(N) == 30,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,5,rel,1,0.9065,0.9105,0.13531416441470998,0.13634599195397054,0.2,0.25,0.9375,0.9375,-0.08035619487568602,-0.07334352322714066,-0.005010286306141672,-0.005010286306141672,0.1471860925246478,0.1471860925246478,-0.03405171057496065,-0.03405171057496065,-0.08015256506659008,-0.07194940376277714,0.9375,0.9375,0,30,italic(N) == 30,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,5,tspa,1,0.8935,0.8975,0.13045033665868175,0.13179706723034162,0.15,0.2,0.9385,0.938,-0.11357434991033277,-0.10442315449714878,-0.004984463436787186,-0.004984463436787186,0.14721205569053256,0.14721205569053256,-0.03387002560110435,-0.03387002560110435,-0.1099632554965908,-0.10047048996436425,0.9385,0.938,0,30,italic(N) == 30,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,10,gsam,1,0.9255,NA,0.09356227628724834,NA,0.3,NA,0.998,NA,-0.11537053013274778,NA,-0.008840283611594472,NA,0.10610682815317903,NA,-0.08358470651987382,NA,-0.013527144794482804,NA,0.998,NA,0,60,italic(N) == 60,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,10,joint,1,0.9125,NA,0.09258102435125125,NA,0.3,NA,0.998,NA,-0.1295218299447709,NA,-0.002336158080066067,NA,0.10635558290318867,NA,-0.021965350078437987,NA,-0.0329071407922199,NA,0.998,NA,1,60,italic(N) == 60,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,10,lsam,1,0.9255,NA,0.0935622762362243,NA,0.3,NA,0.998,NA,-0.1153705329237239,NA,-0.008840284437803712,NA,0.10610682849699084,NA,-0.08358471411354139,NA,-0.013527008630835335,NA,0.998,NA,0,60,italic(N) == 60,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,10,rel,1,0.927,0.928,0.09585908639335652,0.09622869599030566,0.4,0.3,0.998,0.998,-0.09870002548280177,-0.09522482941276444,-0.002336150345963521,-0.002336150345963521,0.10635554097038268,0.10635554097038268,-0.02196528598911451,-0.02196528598911451,0.0029153594414892403,0.006615529791907049,0.998,0.998,0,60,italic(N) == 60,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,10,tspa,1,0.912,0.9155,0.09252385351725376,0.09297974793524501,0.3,0.3,0.998,0.998,-0.13005904519281442,-0.1257725697575407,-0.0023361532305174347,-0.0023361532305174347,0.10635554316686172,0.10635554316686172,-0.0219653126699182,-0.0219653126699182,-0.03342371876402994,-0.029035927627388602,0.998,0.998,0,60,italic(N) == 60,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,20,gsam,1,0.949,NA,0.0645858223161757,NA,0.5,NA,1,NA,-0.1718206283087177,NA,-0.008226057239633383,NA,0.0783985664860784,NA,-0.10548214254926183,NA,-0.013454261557716118,NA,1,NA,0,120,italic(N) == 120,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,20,joint,1,0.9445,NA,0.06432968765913734,NA,0.5,NA,1,NA,-0.177403682349073,NA,-0.0058803671006197765,NA,0.07840450093738315,NA,-0.07519340602174411,NA,-0.013365697390215647,NA,1,NA,1,120,italic(N) == 120,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,20,lsam,1,0.949,NA,0.0645858228679077,NA,0.5,NA,1,NA,-0.1718205945397796,NA,-0.008226064390871635,NA,0.07839856473728575,NA,-0.10548223764901028,NA,-0.013459572531155484,NA,1,NA,0,120,italic(N) == 120,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,20,rel,1,0.951,0.951,0.0661359268664776,0.06626777381010426,0.5499999999999999,0.5499999999999999,1,1,-0.15430738197865246,-0.15262143014858498,-0.005880438624783212,-0.005880438624783212,0.0784045463300196,0.0784045463300196,-0.07519428200873093,-0.07519428200873093,0.014022798106357648,0.01646657258793094,1,1,0,120,italic(N) == 120,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,6,20,tspa,1,0.9445,0.945,0.06431866440538497,0.06447279085025569,0.5,0.5,1,1,-0.17754477536943924,-0.1755739306541526,-0.005880463893007865,-0.005880463893007865,0.07840452113767911,0.07840452113767911,-0.07519463124378538,-0.07519463124378538,-0.013571849550850779,-0.01145401636675325,1,1,0,120,italic(N) == 120,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,5,gsam,1,0.9455,NA,0.06617612914582113,NA,0.8500000000000001,NA,1,NA,-0.02675528975919861,NA,-0.0055717349367177494,NA,0.06820632070657001,NA,-0.08194286405110467,NA,-0.007804998113196127,NA,1,NA,0,125,italic(N) == 125,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,5,joint,1,0.942,NA,0.06576595683299928,NA,0.8,NA,1,NA,-0.03387399620621534,NA,-0.0015880679857861594,NA,0.06807332774039179,NA,-0.023329300609986163,NA,-0.027288216109159324,NA,1,NA,0,125,italic(N) == 125,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,5,lsam,1,0.9455,NA,0.0661761290646328,NA,0.8500000000000001,NA,1,NA,-0.026755292715262335,NA,-0.0055717337144250145,NA,0.0682063207293835,NA,-0.08194284592663095,NA,-0.007806134308057655,NA,1,NA,0,125,italic(N) == 125,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,5,rel,1,0.9495,0.9495,0.06821164707317397,0.06858644567238574,0.7000000000000001,0.65,1,1,0.00205413122463316,0.007560060209377939,-0.001588058198684228,-0.001588058198684228,0.06807332468386129,0.06807332468386129,-0.023329157803646115,-0.023329157803646115,0.008164144682327734,0.013635059797294735,1,1,0,125,italic(N) == 125,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,5,tspa,1,0.941,0.9445,0.06564378887555428,0.06611292950288236,0.75,0.75,1,1,-0.035668668442400686,-0.028776820583089502,-0.0015880619439183799,-0.0015880619439183799,0.06807332620084745,0.06807332620084745,-0.02332921233230404,-0.02332921233230404,-0.028926677486409647,-0.022060535434890505,1,1,0,125,italic(N) == 125,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,10,gsam,1,0.95,NA,0.046156017804295804,NA,0.4,NA,1,NA,6.960530524888764e-4,NA,-0.0023259745248511814,NA,0.04617100616986097,NA,-0.05042882027622783,NA,-0.014581791768586316,NA,1,NA,0,250,italic(N) == 250,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,10,joint,1,0.9515,NA,0.04604716472341675,NA,0.4,NA,1,NA,-0.002238600366366361,NA,-8.541222181494857e-4,NA,0.04614684319807257,NA,-0.018507332318023446,NA,-0.026553219040737597,NA,1,NA,0,250,italic(N) == 250,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,10,lsam,1,0.95,NA,0.0461560176393547,NA,0.4,NA,1,NA,6.961026388889735e-4,NA,-0.002325972270891688,NA,0.04617100360968144,NA,-0.05042877408779843,NA,-0.014580535667339078,NA,1,NA,0,250,italic(N) == 250,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,10,rel,1,0.958,0.959,0.04771993463361866,0.04789564831399346,0.5499999999999999,0.5499999999999999,1,1,0.03400753106721943,0.03781493923351387,-8.54115945131287e-4,-8.54115945131287e-4,0.04614683694140776,0.04614683694140776,-0.01850719885622324,-0.01850719885622324,0.008231975413910408,0.011721152066853202,1,1,0,250,italic(N) == 250,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,10,tspa,1,0.9515,0.952,0.046022720006595505,0.046238442786580146,0.4,0.4,1,1,-0.002768140701448041,0.0019061946908605076,-8.541146795349739e-4,-8.541146795349739e-4,0.046146836866342925,0.046146836866342925,-0.018507171453682258,-0.018507171453682258,-0.027016269551101257,-0.02253746217239161,1,1,0,250,italic(N) == 250,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,20,gsam,1,0.949,NA,0.03147444657413008,NA,0.5,NA,1,NA,0.0057508302531719124,NA,4.155820355454951e-6,NA,0.0312866530255215,NA,1.3279724436084117e-4,NA,-0.007722910810475381,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,20,joint,1,0.9485,NA,0.03144432285571335,NA,0.5,NA,1,NA,0.004348857330852329,NA,5.594107040610635e-4,NA,0.03130533867216043,NA,0.01786788362339618,NA,-0.007785525149173855,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,20,lsam,1,0.949,NA,0.03147444633408349,NA,0.5,NA,1,NA,0.005750816795154989,NA,4.159892963038035e-6,NA,0.03128665320609711,NA,1.3292738181614537e-4,NA,-0.007719495755675432,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,20,rel,1,0.957,0.957,0.03235687037491418,0.03242280267229094,0.5499999999999999,0.5499999999999999,1,1,0.03349703637961032,0.03560295185138007,5.594175278434743e-4,5.594175278434743e-4,0.03130531116117616,0.03130531116117616,0.01786811735579036,0.01786811735579036,0.02059415340423132,0.02282159505514514,1,1,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,25,20,tspa,1,0.9485,0.949,0.03143902653704783,0.0315156932123889,0.5,0.5,1,1,0.004181068409729649,0.006629847282214607,5.594231803281916e-4,5.594231803281916e-4,0.03130529593747785,0.03130529593747785,0.017868306649162908,0.017868306649162908,-0.007938846080286943,-0.005589725892934716,1,1,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,5,gsam,1,0.948,NA,0.03312297666593973,NA,0.65,NA,1,NA,-1.4168407137082895e-5,NA,-0.0014636303889902702,NA,0.03314749320334899,NA,-0.044187141344213754,NA,0.004776879874213602,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,5,joint,1,0.9485,NA,0.033071238411674767,NA,0.5499999999999999,NA,1,NA,-0.001514506291898532,NA,-4.896631131299327e-4,NA,0.033116739866174964,NA,-0.014783888924207298,NA,-8.049457952085115e-4,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,5,lsam,1,0.948,NA,0.033122976668641065,NA,0.65,NA,1,NA,-1.4151223529657031e-5,NA,-0.001463630382444577,NA,0.03314749263726699,NA,-0.04418714190230145,NA,0.004776750372429861,NA,1,NA,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
