rel,path,N_per_p,n_items,method,coverage,coverage_corrected,mean_se,mean_se_corrected,power,power_corrected,raw_rsb,raw_rsb_corrected,rb,rb_corrected,rmse,rmse_corrected,sb,sb_corrected,type1,type1_corrected,N,N_lab,path_lab,rel_lab
0.7,0.3,25,5,gsam,0.553,NA,0.13100283077626212,NA,0.97,NA,-0.11561549566143936,NA,0.23532545554284448,NA,0.27802567225256275,NA,1.588654116291171,NA,0.97,NA,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,5,joint,0.313,NA,0.0821034614129887,NA,0.985,NA,-0.44427032061127647,NA,0.23650537658722295,NA,0.27881903027993016,NA,1.6008223629379668,NA,0.985,NA,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,5,lsam,0.553,NA,0.13100283055671516,NA,0.97,NA,-0.11561550235549656,NA,0.23532545579491068,NA,0.2780256729305556,NA,1.5886541086304626,NA,0.97,NA,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,5,rel,0.93,0.933,0.11421975314440891,0.11517272229372108,0.718,0.7170000000000001,-0.05152352066186572,-0.04361010114576247,-0.004435818009385353,-0.004435818009385353,0.12044592673647375,0.12044592673647375,-0.03683486378408852,-0.03683486378408852,0.718,0.717,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,5,tspa,0.925,0.931,0.11234402014046865,0.114168556446095,0.725,0.718,-0.067099591835011907,-0.051948712757492355,-0.0044358065917346045,-0.0044358065917346045,0.12044593350501026,0.12044593350501026,-0.03683476677081714,-0.03683476677081714,0.725,0.718,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,10,gsam,0.649,NA,0.10723343195000032,NA,0.968,NA,-0.2744602569638739,NA,0.15065137845782886,NA,0.21099357040887107,NA,1.0193048979845785,NA,0.968,NA,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,10,joint,0.382,NA,0.06040419436099723,NA,0.98,NA,-0.5924658029415573,NA,0.15210070020699856,NA,0.21232390638627277,NA,1.0261909356895647,NA,0.98,NA,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,10,lsam,0.649,NA,0.10723343202684987,NA,0.968,NA,-0.2744602480765701,NA,0.1506513773684858,NA,0.2109935684382895,NA,1.0193049023693095,NA,0.968,NA,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,10,rel,0.933,0.934,0.08023930475219491,0.08060960804281297,0.949,0.949,-0.05772839141219821,-0.05337982086571069,-0.0015789356939397718,-0.0015789356939397718,0.08512723212064034,0.08512723212064034,-0.0185418640001944,-0.0185418640001944,0.949,0.949,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,10,tspa,0.93,0.93,0.07899127444619533,0.07967925567467048,0.95,0.949,-0.07238434681284733,-0.06430519932337153,-0.0015789364824238677,-0.0015789364824238677,0.08512723230427681,0.08512723230427681,-0.018541873222747758,-0.018541873222747758,0.95,0.949,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,20,gsam,0.794,NA,0.0723174121286423,NA,0.956,NA,-0.35903220708856964,NA,-0.01538666396919836,NA,0.1138137876507969,NA,-0.13637595365087432,NA,0.956,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,20,joint,0.54,NA,0.04607569279350983,NA,0.966,NA,-0.594805223993389,NA,-0.013303509292056486,NA,0.11443153102698905,NA,-0.11699254294134012,NA,0.966,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,20,lsam,0.794,NA,0.0723174120827679,NA,0.956,NA,-0.35903219024371436,NA,-0.01538666489330195,NA,0.11381378476845126,NA,-0.13637596551195882,NA,0.956,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,20,rel,0.939,0.939,0.05316994349496144,0.053314394209173166,1,1,-0.22153167583534739,-0.21941675341818423,-0.0037360028233347025,-0.0037360028233347025,0.06836870965751407,0.06836870965751407,-0.05469932194363487,-0.05469932194363487,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,25,20,tspa,0.935,0.937,0.05243657562046496,0.05267127392692834,1,1,-0.2322690113659598,-0.228832761749737,-0.0037359892413386395,-0.0037359892413386395,0.0683687086868791,0.0683687086868791,-0.0546991232711172,-0.0546991232711172,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,5,gsam,0.249,NA,0.06655876248230577,NA,1,NA,-0.5245107038566547,NA,0.23073653879662018,NA,0.2698407336307261,NA,1.6483592893741539,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,5,joint,0.188,NA,0.04168559682093609,NA,1,NA,-0.7025833491216915,NA,0.23116330511429606,NA,0.2702986352049235,NA,1.649294270833726,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,5,lsam,0.249,NA,0.06655876252060688,NA,1,NA,-0.5245107017609794,NA,0.23073653847075706,NA,0.26984073307410933,NA,1.6483592933626663,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,5,rel,0.943,0.947,0.058243514107930036,0.05862336000120732,1,1,-0.013397263600257947,-0.0069629506392797635,-5.94425428817611e-5,-5.94425428817611e-5,0.059004919061753286,0.059004919061753286,-0.0010069134111143677,-0.0010069134111143677,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,5,tspa,0.936,0.942,0.057344948708130165,0.05807342291933289,1,1,-0.028618346933346972,-0.016278524517668314,-5.942863369789439e-5,-5.942863369789439e-5,0.0590049214460085,0.0590049214460085,-0.0010066777587469395,-0.0010066777587469395,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,10,gsam,0.315,NA,0.054563789411987994,NA,1,NA,-0.5943056579562058,NA,0.15676704919547393,NA,0.20651071818358227,NA,1.165599119175761,NA,1,NA,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,10,joint,0.21,NA,0.03020799907553732,NA,1,NA,-0.7761705944739841,NA,0.15818603976288553,NA,0.20789129250337854,NA,1.1720964091035746,NA,1,NA,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,10,lsam,0.315,NA,0.05456378938101908,NA,1,NA,-0.5943056591671987,NA,0.15676704893232485,NA,0.20651071819535624,NA,1.165599114401449,NA,1,NA,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,10,rel,0.95,0.952,0.04039321174701584,0.040569023634188774,1,1,0.004725563655437082,0.00909864244262204,0.0019346811347906597,0.0019346811347906597,0.0402296693976516,0.0402296693976516,0.04812253122678971,0.04812253122678971,1,1,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,10,tspa,0.946,0.947,0.03978131260738383,0.040106610078822394,1,1,-0.010494600133244991,-0.0024032732399309475,0.001934678631324997,0.001934678631324997,0.040229669870504414,0.040229669870504414,0.048122468245243306,0.048122468245243306,1,1,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,20,gsam,0.473,NA,0.036740228190377436,NA,1,NA,-0.6312891460716739,NA,-0.007633526146230465,NA,0.09988736957457525,NA,-0.07660714379008672,NA,1,NA,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,20,joint,0.282,NA,0.02306019152223751,NA,1,NA,-0.7701662385131253,NA,-0.0053203238662053905,NA,0.10042507099566618,NA,-0.05302601434681115,NA,1,NA,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,20,lsam,0.473,NA,0.03674022816472857,NA,1,NA,-0.6312891473145401,NA,-0.007633526075429616,NA,0.0998873698345772,NA,-0.07660714287480627,NA,1,NA,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,20,rel,0.951,0.951,0.02672676741388187,0.026798122886469863,1,1,0.024171225882450464,0.026905571592957367,-9.840375504375502e-5,-9.840375504375502e-5,0.026083129582035285,0.026083129582035285,-0.0037708374108225496,-0.0037708374108225496,1,1,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.7
0.7,0.3,100,20,tspa,0.949,0.95,0.026362245656442573,0.02647899640648427,1,1,0.010202658674020482,0.01467655363848408,-9.83973675000854e-5,-9.83973675000854e-5,0.026083131443380318,0.026083131443380318,-0.0037705923672246475,-0.0037705923672246475,1,1,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.7
0.9,0.3,6,5,gsam,0.176,NA,0.11714564664145914,NA,0.982,NA,-0.19001236456734105,NA,0.4516935374559826,NA,0.4742604228837744,NA,3.123173509502831,NA,0.982,NA,30,italic(N) == 30,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,5,joint,0.109,NA,0.08681833856401798,NA,0.99,NA,-0.39519966577515053,NA,0.4518265581825657,NA,0.47405999534393484,NA,3.1475476025031215,NA,0.99,NA,30,italic(N) == 30,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,5,lsam,0.176,NA,0.11714566752224505,NA,0.982,NA,-0.1900127085252875,NA,0.45169343812572255,NA,0.47426035484341494,NA,3.1231709397607856,NA,0.982,NA,30,italic(N) == 30,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,5,rel,0.896,0.897,0.17791514265520394,0.17819967930726754,0.40900000000000003,0.40800000000000003,-0.09349286042217397,-0.09204309902065522,-0.004287987851947007,-0.004287987851947007,0.19621317234806449,0.19621317234806449,-0.02184800879903772,-0.02184800879903772,0.409,0.408,30,italic(N) == 30,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,5,tspa,0.889,0.891,0.1762372672546198,0.17659747543758555,0.41200000000000003,0.41200000000000003,-0.10206551416428511,-0.10023024200758579,-0.004265066862172455,-0.004265066862172455,0.19621782741406948,0.19621782741406948,-0.02173065140874371,-0.02173065140874371,0.412,0.412,30,italic(N) == 30,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,10,gsam,0.23,NA,0.11843908838203185,NA,0.972,NA,-0.22697452331825696,NA,0.39444230622533355,NA,0.4231265654128447,NA,2.5744368346518143,NA,0.972,NA,60,italic(N) == 60,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,10,joint,0.134,NA,0.07013127429694765,NA,0.993,NA,-0.5423683184896357,NA,0.3945726612108956,NA,0.42326013210831176,NA,2.5747279261375184,NA,0.993,NA,60,italic(N) == 60,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,10,lsam,0.23,NA,0.11843908867368272,NA,0.972,NA,-0.22697452479428615,NA,0.3944423035450455,NA,0.4231265631565632,NA,2.574436805903062,NA,0.972,NA,60,italic(N) == 60,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,10,rel,0.93,0.93,0.12765457752420772,0.12772919881124034,0.636,0.636,-0.05443380017647137,-0.05388106350087518,-0.0053479537432442855,-0.0053479537432442855,0.13504173979047215,0.13504173979047215,-0.03961349758000286,-0.03961349758000286,0.636,0.636,60,italic(N) == 60,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,10,tspa,0.928,0.928,0.1266616859725287,0.12675052155518368,0.641,0.641,-0.061788351346481196,-0.06113032616844982,-0.005347956258752896,-0.005347956258752896,0.13504173699813832,0.13504173699813832,-0.03961351706260797,-0.03961351706260797,0.641,0.641,60,italic(N) == 60,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,20,gsam,0.594,NA,0.127211695249839,NA,0.951,NA,-0.24024259235395018,NA,0.19471021801789024,NA,0.25674747968629935,NA,1.1628846718293906,NA,0.951,NA,120,italic(N) == 120,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,20,joint,0.36,NA,0.0694998862958016,NA,0.973,NA,-0.5850426326084147,NA,0.19494556151382483,NA,0.2569582691532129,NA,1.1639457458412823,NA,0.973,NA,120,italic(N) == 120,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,20,lsam,0.594,NA,0.12721169622442427,NA,0.951,NA,-0.24024256103004027,NA,0.19471021457368543,NA,0.25674747341258974,NA,1.162884690294633,NA,0.951,NA,120,italic(N) == 120,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,20,rel,0.943,0.943,0.089007044834956,0.08903459962271672,0.903,0.903,-0.09731086240177178,-0.09703140803221555,-0.002024333396955626,-0.002024333396955626,0.0985735751818325,0.0985735751818325,-0.020530327365632366,-0.020530327365632366,0.903,0.903,120,italic(N) == 120,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,6,20,tspa,0.94,0.941,0.08846693264166298,0.08849791330565028,0.904,0.904,-0.10278850047229349,-0.10247430162802029,-0.0020243449376460723,-0.0020243449376460723,0.098573569209377293,0.098573569209377293,-0.02053044570250426,-0.02053044570250426,0.904,0.904,120,italic(N) == 120,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,5,gsam,0.028,NA,0.05681903182177663,NA,1,NA,-0.5433698201553498,NA,0.46025936454620825,NA,0.4767665235078071,NA,3.6989070328961455,NA,1,NA,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,5,joint,0.021,NA,0.042353014123457274,NA,1,NA,-0.6595622940909988,NA,0.4603096608429598,NA,0.47680891367678163,NA,3.7000144662274557,NA,1,NA,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,5,lsam,0.028,NA,0.05681903178549426,NA,1,NA,-0.5433698201977484,NA,0.4602593645266208,NA,0.4767665234711935,NA,3.698907034757257,NA,1,NA,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,5,rel,0.94,0.94,0.09009260728871678,0.09016504179370637,0.891,0.891,-0.008377716485250986,-0.007580451632954621,-0.0031481363926432037,-0.0031481363926432037,0.09086286934456222,0.09086286934456222,-0.0346505922343278,-0.0346505922343278,0.891,0.891,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,5,tspa,0.939,0.94,0.08939346354312172,0.08948030453612045,0.893,0.893,-0.01607293254760178,-0.015117099758611863,-0.0031481392325843514,-0.0031481392325843514,0.0908628648985347,0.0908628648985347,-0.03465062522780934,-0.03465062522780934,0.893,0.893,125,italic(N) == 125,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,10,gsam,0.062,NA,0.058255942595327515,NA,1,NA,-0.5864238084120935,NA,0.3915585744582927,NA,0.4161004004592989,NA,2.779790297668945,NA,1,NA,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,10,joint,0.042,NA,0.035000079906365104,NA,1,NA,-0.7515385651739547,NA,0.3914770695446217,NA,0.4160264841138084,NA,2.7790494953373885,NA,1,NA,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,10,lsam,0.062,NA,0.05825594253094211,NA,1,NA,-0.5864238132606092,NA,0.3915585741111521,NA,0.416100400638442,NA,2.7797902656881894,NA,1,NA,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,10,rel,0.953,0.953,0.06340444941113754,0.06343676705458216,0.995,0.995,0.008952955377626859,0.009467224993830792,0.001158704477492215,0.001158704477492215,0.06282108732354713,0.06282108732354713,0.018438426921655572,0.018438426921655572,0.995,0.995,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,10,tspa,0.953,0.953,0.06294029203036891,0.06297842426293265,0.995,0.995,0.0015668929118552999,0.002173689932597256,0.0011586994778671278,0.0011586994778671278,0.06282108353563777,0.06282108353563777,0.01843834844785925,0.01843834844785925,0.995,0.995,250,italic(N) == 250,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,20,gsam,0.311,NA,0.0631276536618336,NA,1,NA,-0.5572321556201518,NA,0.1998957206134848,NA,0.24549057067196697,NA,1.4020384440535574,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,20,joint,0.207,NA,0.03418710965631057,NA,1,NA,-0.760194355824691,NA,0.2000868679802554,NA,0.2456385155390201,NA,1.4035102923118337,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,20,lsam,0.311,NA,0.06312765351369418,NA,1,NA,-0.5572321555748556,NA,0.19989571779136425,NA,0.24549056817141565,NA,1.402038427693175,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,20,rel,0.948,0.948,0.04401722600743257,0.04402926837347917,1,1,2.5078269224332317e-4,5.244343317525324e-4,-0.0027379355397452467,-0.0027379355397452467,0.04406931478976399,0.04406931478976399,-0.06221705488957179,-0.06221705488957179,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,25,20,tspa,0.947,0.947,0.04376858260603242,0.043782127308822756,1,1,-0.005399422515932284,-0.005091631666537477,-0.0027379347110608855,-0.0027379347110608855,0.044069315342701885,0.044069315342701885,-0.062217035201855043,-0.062217035201855043,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,5,gsam,0.004,NA,0.028773175180962347,NA,1,NA,-0.7651835985742249,NA,0.4563117534156859,NA,0.4724618216277313,NA,3.723936728965944,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,5,joint,0.004,NA,0.02147684376834306,NA,1,NA,-0.82467558994277,NA,0.45633710424658536,NA,0.4724767115945349,NA,3.7252696183965286,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,5,lsam,0.004,NA,0.028773175179032048,NA,1,NA,-0.7651835985152762,NA,0.45631175339678315,NA,0.4724618215993748,NA,3.7239367299963693,NA,1,NA,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,5,rel,0.954,0.954,0.04528341762699974,0.04531677906947622,1,1,-0.012190276764692087,-0.011462532283679994,5.713824357961447e-4,5.713824357961447e-4,0.04582288298010901,0.04582288298010901,0.012464101769314432,0.012464101769314432,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,5,tspa,0.951,0.952,0.0449390913261121,0.04497885724355467,1,1,-0.01970133571604593,-0.018833884359050646,5.713799645955352e-4,5.713799645955352e-4,0.04582288042205149,0.04582288042205149,0.012464048550224493,0.012464048550224493,1,1,500,italic(N) == 500,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,gsam,0.017,NA,0.029386896668568845,NA,1,NA,-0.7880559208267602,NA,0.3902572835395272,NA,0.41413338088797247,NA,2.8146122924541928,NA,1,NA,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,joint,0.008,NA,0.017581192017551078,NA,1,NA,-0.8732391212409037,NA,0.39028422833948834,NA,0.4141727255618277,NA,2.8139600375640788,NA,1,NA,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,lsam,0.017,NA,0.029386896708543404,NA,1,NA,-0.7880559200283705,NA,0.3902572836483238,NA,0.4141333808788844,NA,2.814612300012776,NA,1,NA,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,rel,0.953,0.953,0.03184034516669057,0.03185559068247304,1,1,-0.0010078598826865903,-5.295311975235251e-4,-3.951758320691603e-4,-3.951758320691603e-4,0.031858978885115706,0.031858978885115706,-0.012398657996157768,-0.012398657996157768,1,1,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,10,tspa,0.951,0.952,0.031615191436182556,0.03163317977747083,1,1,-0.008071865852286253,-0.007507480789285648,-3.951830405220172e-4,-3.951830405220172e-4,0.03185897250074173,0.03185897250074173,-0.012398886681520461,-0.012398886681520461,1,1,1000,italic(N) == 1000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,gsam,0.178,NA,0.032063862262201,NA,1,NA,-0.772143221886318,NA,0.20556558079910187,NA,0.2490769904190478,NA,1.4608193657059412,NA,1,NA,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,joint,0.136,NA,0.016991546211671257,NA,1,NA,-0.8792682003025685,NA,0.20571264575445872,NA,0.24920886128110017,NA,1.461671447263372,NA,1,NA,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,lsam,0.178,NA,0.03206386228802303,NA,1,NA,-0.7721432218571638,NA,0.2055655828204878,NA,0.24907699214111545,NA,1.4608193790810697,NA,1,NA,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,rel,0.95,0.95,0.022035963580701156,0.022042017985280805,1,1,-0.009147245011044247,-0.00887500715606715,-9.777289399657365e-4,-9.777289399657365e-4,0.022249762996643833,0.022249762996643833,-0.043963832588919484,-0.043963832588919484,1,1,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
0.9,0.3,100,20,tspa,0.949,0.949,0.02191042529933101,0.021917261106361784,1,1,-0.014792125250742916,-0.014484751440103416,-9.77734246596409e-4,-9.77734246596409e-4,0.02224976366295213,0.02224976366295213,-0.04396407034546401,-0.04396407034546401,1,1,2000,italic(N) == 2000,\beta_{xm} == 0.3,rho == 0.9
