rel,path,N_per_p,n_items,method,convergence,coverage,coverage_corrected,mean_se,mean_se_corrected,out_se,out_se_corrected,power,power_corrected,raw_rsb,raw_rsb_corrected,rbias,rbias_corrected,rmse,rmse_corrected,sbias,sbias_corrected,stdMed_rsb,stdMed_rsb_corrected,type1,type1_corrected,warning_total,N,N_lab,path_lab,rel_lab
0.7,0,100,5,tspa,1,0.9415,0.9415,0.06104604352549,0.06107347122156976,1.2,1.2,0.058499999999999996,0.058499999999999996,-0.032181073338312216,-0.03174623691243261,9.96674036964634e-4,9.96674036964634e-4,0.0630679983287514,0.0630679983287514,0.015801187775320955,0.015801187775320955,-0.024539926719760574,-0.02430973375098955,0.0585,0.0585,0,500,italic(N) == 500,\beta_{xm} == 0,rho == 0.7
0.7,0,100,10,gsam,1,0.9495,NA,0.042220106244316616,NA,0.7000000000000001,NA,0.05049999999999999,NA,-0.009544305401620212,NA,4.921392218529088e-4,NA,0.04261913436507789,NA,0.011545259786859136,NA,0.006127014632782535,NA,0.0505,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,10,joint,1,0.948,NA,0.04219435840315395,NA,0.7000000000000001,NA,0.052000000000000046,NA,-0.013969099829732823,NA,4.65844375349114e-4,NA,0.04278396271295023,NA,0.010886217166188933,NA,0.004621172657693906,NA,0.052,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,10,lsam,1,0.9495,NA,0.042220106267835754,NA,0.7000000000000001,NA,0.05049999999999999,NA,-0.009544264102298694,NA,4.921401818035748e-4,NA,0.04261913262303556,NA,0.01154528278164078,NA,0.006126866393917352,NA,0.0505,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,10,rel,1,0.948,0.948,0.042205952433102455,0.04220897237177167,0.7000000000000001,0.7000000000000001,0.052000000000000046,0.052000000000000046,-0.013697811275961147,-0.013627238952685472,4.658534491105589e-4,4.658534491105589e-4,0.04278394762435473,0.04278394762435473,0.010886433073881287,0.010886433073881287,0.004934818454472856,0.005059032874655367,0.052,0.052,0,1000,italic(N) == 1000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,10,tspa,1,0.948,0.948,0.04219384952151802,0.042199265146957245,0.7000000000000001,0.7000000000000001,0.052000000000000046,0.052000000000000046,-0.013980712116822058,-0.013854155493058684,4.658535894189843e-4,4.658535894189843e-4,0.042783950680163566,0.042783950680163566,0.010886435575461649,0.010886435575461649,0.004592811796306551,0.0047702224995958,0.052,0.052,0,1000,italic(N) == 1000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,20,gsam,1,0.9415,NA,0.027886014053179673,NA,0.65,NA,0.058499999999999996,NA,-0.03139317011227849,NA,-4.119576391179359e-4,NA,0.028785567310018714,NA,-0.014309143720328705,NA,-0.04276614356811115,NA,0.0585,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,20,joint,1,0.9415,NA,0.027854027818091116,NA,0.7000000000000001,NA,0.058499999999999996,NA,-0.0341293767114923,NA,-4.078397261122363e-4,NA,0.02883393365460277,NA,-0.01414231410388661,NA,-0.046301287139452585,NA,0.0585,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,20,lsam,1,0.9415,NA,0.027886014044601722,NA,0.65,NA,0.058499999999999996,NA,-0.03139317210738224,NA,-4.1194537888158744e-4,NA,0.028785567184988488,NA,-0.014308717842045246,NA,-0.04278233542695631,NA,0.0585,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,20,rel,1,0.942,0.942,0.027857200283577487,0.02785772585725026,0.7000000000000001,0.7000000000000001,0.05800000000000005,0.05800000000000005,-0.03401968975793945,-0.034001464889169,-4.078556997829918e-4,-4.078556997829918e-4,0.0288339434888058,0.0288339434888058,-0.01414286329565676,-0.01414286329565676,-0.046242011355097645,-0.04622106804444437,0.058,0.058,0,2000,italic(N) == 2000,\beta_{xm} == 0,rho == 0.7
0.7,0,100,20,tspa,1,0.9415,0.9415,0.027853976220647312,0.02785479305624928,0.7000000000000001,0.7000000000000001,0.058499999999999996,0.058499999999999996,-0.03413152786036766,-0.03410320315194504,-4.078559287416157e-4,-4.078559287416157e-4,0.028833944686799985,0.028833944686799985,-0.014142870648921673,-0.014142870648921673,-0.0462787419835442,-0.04627371277703829,0.0585,0.0585,0,2000,italic(N) == 2000,\beta_{xm} == 0,rho == 0.7
0.9,0,6,5,gsam,1,0.9185,NA,0.19055902337248798,NA,5.55,NA,0.08150000000000002,NA,-0.04692589371460909,NA,1.9939795703142555e-4,NA,0.1998915626704025,NA,9.972817152897725e-4,NA,-0.06831907766300682,NA,0.0815,NA,0,30,italic(N) == 30,\beta_{xm} == 0,rho == 0.9
0.9,0,6,5,joint,1,0.902,NA,0.18962671992710925,NA,5.55,NA,0.09799999999999998,NA,-0.08779416658280015,NA,-1.9262745144828754e-5,NA,0.2078251433933083,NA,-9.266409552143278e-5,NA,-0.10448034836852771,NA,0.098,NA,101,30,italic(N) == 30,\beta_{xm} == 0,rho == 0.9
0.9,0,6,5,lsam,1,0.9185,NA,0.19055901514374085,NA,5.55,NA,0.08150000000000002,NA,-0.04692653866418672,NA,1.9939595892339384e-4,NA,0.19989168930415144,NA,9.97271090030267e-4,NA,-0.06831916864271803,NA,0.0815,NA,0,30,italic(N) == 30,\beta_{xm} == 0,rho == 0.9
0.9,0,6,5,rel,1,0.907,0.907,0.1916872175687343,0.1918335156264661,7.049999999999999,7.249999999999999,0.09299999999999997,0.09299999999999997,-0.07459256975378259,-0.07388628734553038,-7.738145139510819e-5,-7.738145139510819e-5,0.20708641068580586,0.20708641068580586,-3.7357404939425496e-4,-3.7357404939425496e-4,-0.08925194357126331,-0.08900923642570835,0.093,0.093,0,30,italic(N) == 30,\beta_{xm} == 0,rho == 0.9
0.9,0,6,5,tspa,1,0.903,0.9045,0.19110584653595467,0.19123620642112976,7.3999999999999995,7.6,0.09699999999999998,0.09550000000000003,-0.07758323201331385,-0.0769540197409635,-8.813353702346074e-5,-8.813353702346074e-5,0.20712771929939205,0.20712771929939205,-4.253969925358646e-4,-4.253969925358646e-4,-0.09098418112492601,-0.09066457325010902,0.097,0.0955,0,30,italic(N) == 30,\beta_{xm} == 0,rho == 0.9
0.9,0,6,10,gsam,1,0.924,NA,0.13727836072772012,NA,6.2,NA,0.07599999999999996,NA,-0.035954931885272545,NA,0.0030343398334588675,NA,0.14239501072794722,NA,0.021308823444009858,NA,-0.034400298509044025,NA,0.076,NA,0,60,italic(N) == 60,\beta_{xm} == 0,rho == 0.9
0.9,0,6,10,joint,1,0.9215,NA,0.13721747082854246,NA,6.35,NA,0.07850000000000001,NA,-0.04677072912946345,NA,0.0030057361147786906,NA,0.14394551592280883,NA,0.020880399761192454,NA,-0.05017539378302083,NA,0.0785,NA,1,60,italic(N) == 60,\beta_{xm} == 0,rho == 0.9
0.9,0,6,10,lsam,1,0.924,NA,0.13727836065148805,NA,6.2,NA,0.07599999999999996,NA,-0.03595496893455197,NA,0.0030343631881685155,NA,0.14239501661649173,NA,0.02130898664668793,NA,-0.03439790305699708,NA,0.076,NA,0,60,italic(N) == 60,\beta_{xm} == 0,rho == 0.9
0.9,0,6,10,rel,1,0.9225,0.9225,0.1374229551476883,0.13743601769275215,6.2,6.2,0.07750000000000001,0.07750000000000001,-0.045315787000851926,-0.04522504084028023,0.0030182776058766347,0.0030182776058766347,0.14394163779502359,0.14394163779502359,0.020968127032943956,0.020968127032943956,-0.04941262923750789,-0.04935092296407717,0.0775,0.0775,0,60,italic(N) == 60,\beta_{xm} == 0,rho == 0.9
0.9,0,6,10,tspa,1,0.9215,0.9215,0.13722568040346825,0.13724079961768393,6.4,6.4,0.07850000000000001,0.07850000000000001,-0.04668628215446724,-0.04658124821131271,0.003018259810227995,0.003018259810227995,0.14394164006875348,0.14394164006875348,0.02096800301993241,0.02096800301993241,-0.05018011753402951,-0.05014058462192339,0.0785,0.0785,0,60,italic(N) == 60,\beta_{xm} == 0,rho == 0.9
0.9,0,6,20,gsam,1,0.941,NA,0.09611791152792384,NA,5.4,NA,0.05900000000000005,NA,-0.004180339121182319,NA,-8.269381214959394e-4,NA,0.09650081353845512,NA,-0.008567406705217663,NA,0.020455947040797673,NA,0.059,NA,0,120,italic(N) == 120,\beta_{xm} == 0,rho == 0.9
0.9,0,6,20,joint,1,0.9405,NA,0.09610887291981263,NA,5.35,NA,0.0595,NA,-0.008081249196965068,NA,-8.342479009786078e-4,NA,0.09687124665811021,NA,-0.008610090938109067,NA,0.0169978904682484,NA,0.0595,NA,1,120,italic(N) == 120,\beta_{xm} == 0,rho == 0.9
0.9,0,6,20,lsam,1,0.941,NA,0.09611791152815512,NA,5.4,NA,0.05900000000000005,NA,-0.0041803994995612825,NA,-8.269536340913468e-4,NA,0.096500819522212275,NA,-0.008567566902366684,NA,0.02057079548758467,NA,0.059,NA,0,120,italic(N) == 120,\beta_{xm} == 0,rho == 0.9
0.9,0,6,20,rel,1,0.9405,0.9405,0.0961571313923145,0.09615915333222348,5.2,5.1499999999999995,0.0595,0.0595,-0.007571262288047609,-0.007550394035817587,-9.587726266171817e-4,-9.587726266171817e-4,0.09687123550254509,0.09687123550254509,-0.009895402387830737,-0.009895402387830737,0.01769008962493368,0.01770836550348953,0.0595,0.0595,0,120,italic(N) == 120,\beta_{xm} == 0,rho == 0.9
0.9,0,6,20,tspa,1,0.9405,0.9405,0.09610867923256013,0.09611083973040373,5.35,5.3,0.0595,0.0595,-0.008071283052195843,-0.008048984755402278,-9.587733456422171e-4,-9.587733456422171e-4,0.09687123068244043,0.09687123068244043,-0.009895410301970336,-0.009895410301970336,0.017480383712620062,0.017488717905230988,0.0595,0.0595,0,120,italic(N) == 120,\beta_{xm} == 0,rho == 0.9
0.9,0,25,5,gsam,1,0.9385,NA,0.09700415825077187,NA,2.5,NA,0.0615,NA,-0.022012084158731793,NA,-0.004254474565746196,NA,0.09925390647197377,NA,-0.042893261367181634,NA,-0.04097249356252841,NA,0.0615,NA,0,125,italic(N) == 125,\beta_{xm} == 0,rho == 0.9
0.9,0,25,5,joint,1,0.9365,NA,0.09699154388765484,NA,2.65,NA,0.0635,NA,-0.028802988008586827,NA,-0.004290348626505982,NA,0.09993520936874148,NA,-0.04296017569624875,NA,-0.04774115726529349,NA,0.0635,NA,0,125,italic(N) == 125,\beta_{xm} == 0,rho == 0.9
0.9,0,25,5,lsam,1,0.9385,NA,0.09700415831085156,NA,2.5,NA,0.0615,NA,-0.02201206762303609,NA,-0.004254470136267696,NA,0.09925390466837734,NA,-0.042893217408212135,NA,-0.040972425791311884,NA,0.0615,NA,0,125,italic(N) == 125,\beta_{xm} == 0,rho == 0.9
0.9,0,25,5,rel,1,0.937,0.9375,0.09706263984612566,0.09706927779367247,2.5,2.4,0.06299999999999994,0.0625,-0.028091037301791633,-0.028024570113954095,-0.0042903510111382825,-0.0042903510111382825,0.09993520416352603,0.09993520416352603,-0.04296020185992355,-0.04296020185992355,-0.04732079527176691,-0.047284683741009026,0.063,0.0625,0,125,italic(N) == 125,\beta_{xm} == 0,rho == 0.9
0.9,0,25,5,tspa,1,0.9365,0.9365,0.09698910845223994,0.09699689515268545,2.65,2.65,0.0635,0.0635,-0.028827338641251865,-0.028749368746327164,-0.00429035214722388,-0.00429035214722388,0.09993520583237914,0.09993520583237914,-0.042960212538064695,-0.042960212538064695,-0.047744350537551994,-0.04769814245174331,0.0635,0.0635,0,125,italic(N) == 125,\beta_{xm} == 0,rho == 0.9
0.9,0,25,10,gsam,1,0.945,NA,0.06841773626495748,NA,2.65,NA,0.05500000000000005,NA,-0.02164693325953304,NA,0.0019112649649607127,NA,0.06994017414574807,NA,0.02733051459904344,NA,-0.07189448243682883,NA,0.055,NA,0,250,italic(N) == 250,\beta_{xm} == 0,rho == 0.9
0.9,0,25,10,joint,1,0.945,NA,0.0684160680831894,NA,2.65,NA,0.05500000000000005,NA,-0.024106917814834317,NA,0.0019188624405495184,NA,0.07011484368051626,NA,0.027370830184515367,NA,-0.07420763876454706,NA,0.055,NA,0,250,italic(N) == 250,\beta_{xm} == 0,rho == 0.9
0.9,0,25,10,lsam,1,0.945,NA,0.06841773631808654,NA,2.65,NA,0.05500000000000005,NA,-0.0216468433888235,NA,0.0019112864208919618,NA,0.06994016836650274,NA,0.02733082390177543,NA,-0.07188775759136445,NA,0.055,NA,0,250,italic(N) == 250,\beta_{xm} == 0,rho == 0.9
0.9,0,25,10,rel,1,0.945,0.945,0.06843954343440894,0.06844097344673528,2.5,2.5,0.05500000000000005,0.05500000000000005,-0.02377234025195285,-0.023751942430507933,0.0019188431431525683,0.0019188431431525683,0.07011486303255393,0.07011486303255393,0.027370547158291344,0.027370547158291344,-0.07400789437866695,-0.07399390653088789,0.055,0.055,0,250,italic(N) == 250,\beta_{xm} == 0,rho == 0.9
0.9,0,25,10,tspa,1,0.945,0.945,0.06841584147778403,0.06841745449348288,2.65,2.65,0.05500000000000005,0.05500000000000005,-0.024110416929697065,-0.024087408731831683,0.0019188445793541626,0.0019188445793541626,0.07011486234576288,0.07011486234576288,0.027370567928053747,0.027370567928053747,-0.07421803735794874,-0.07419763723439021,0.055,0.055,0,250,italic(N) == 250,\beta_{xm} == 0,rho == 0.9
0.9,0,25,20,gsam,1,0.947,NA,0.04747038335926965,NA,2,NA,0.05300000000000005,NA,-0.012994744256978996,NA,-4.2479215103387167e-4,NA,0.04808522142738213,NA,-0.008832287754991184,NA,-0.04319916181211747,NA,0.053,NA,0,500,italic(N) == 500,\beta_{xm} == 0,rho == 0.9
0.9,0,25,20,joint,1,0.9465,NA,0.047469548136196214,NA,2,NA,0.05349999999999999,NA,-0.013865577878719892,NA,-4.215163979161565e-4,NA,0.0481268055925094,NA,-0.0087565996685091,NA,-0.044523687823032065,NA,0.0535,NA,0,500,italic(N) == 500,\beta_{xm} == 0,rho == 0.9
0.9,0,25,20,lsam,1,0.947,NA,0.04747038335827936,NA,2,NA,0.05300000000000005,NA,-0.012994641921293182,NA,-4.2479895373098985e-4,NA,0.04808521650124426,NA,-0.008832430112776596,NA,-0.04318234342980454,NA,0.053,NA,0,500,italic(N) == 500,\beta_{xm} == 0,rho == 0.9
0.9,0,25,20,rel,1,0.9465,0.9465,0.04747552825995514,0.04747579120202542,1.8499999999999999,1.8499999999999999,0.05349999999999999,0.05349999999999999,-0.013742061506215042,-0.013736599140367067,-4.2153476976704605e-4,-4.2153476976704605e-4,0.04812684063960941,0.04812684063960941,-0.00875697497787657,-0.00875697497787657,-0.04434420102871761,-0.04434295492976659,0.0535,0.0535,0,500,italic(N) == 500,\beta_{xm} == 0,rho == 0.9
